Problem Size        ,Thread Count        ,Schedule Type       ,Time Taken (Mean) [s],Time Taken STD [s]
128                 ,1                   ,static              ,1.3767e-05          ,5.6874e-05
128                 ,1                   ,static[1]           ,8.188e-06           ,1.19351e-06
128                 ,1                   ,static[2]           ,8.073e-06           ,8.37956e-07
128                 ,1                   ,static[4]           ,8.103e-06           ,6.49377e-07
128                 ,1                   ,static[8]           ,8.182e-06           ,1.14668e-06
128                 ,1                   ,static[16]          ,7.886e-06           ,1.4905e-06
128                 ,1                   ,static[32]          ,7.725e-06           ,7.271e-07
128                 ,1                   ,static[64]          ,7.812e-06           ,8.39438e-07
128                 ,1                   ,static[128]         ,7.698e-06           ,6.27372e-07
128                 ,1                   ,dynamic             ,1.5108e-05          ,6.38654e-06
128                 ,1                   ,dynamic[1]          ,1.2774e-05          ,1.21026e-06
128                 ,1                   ,dynamic[2]          ,1.027e-05           ,8.06288e-07
128                 ,1                   ,dynamic[4]          ,9.055e-06           ,7.36529e-07
128                 ,1                   ,dynamic[8]          ,8.401e-06           ,5.34321e-07
128                 ,1                   ,dynamic[16]         ,8.122e-06           ,4.76567e-07
128                 ,1                   ,dynamic[32]         ,7.984e-06           ,5.8749e-07
128                 ,1                   ,dynamic[64]         ,8.046e-06           ,1.05465e-06
128                 ,1                   ,dynamic[128]        ,7.942e-06           ,6.7826e-07
128                 ,1                   ,guided              ,8.057e-06           ,1.12145e-06
128                 ,1                   ,guided[1]           ,7.998e-06           ,1.07322e-06
128                 ,1                   ,guided[2]           ,7.947e-06           ,1.61644e-06
128                 ,1                   ,guided[4]           ,7.801e-06           ,5.50726e-07
128                 ,1                   ,guided[8]           ,8.476e-06           ,3.2881e-06
128                 ,1                   ,guided[16]          ,7.791e-06           ,6.35153e-07
128                 ,1                   ,guided[32]          ,7.808e-06           ,6.08881e-07
128                 ,1                   ,guided[64]          ,7.938e-06           ,1.10678e-06
128                 ,1                   ,guided[128]         ,7.933e-06           ,1.35167e-06
128                 ,1                   ,auto                ,7.575e-06           ,4.82778e-07
128                 ,1                   ,runtime             ,1.3364e-05          ,5.99253e-07
128                 ,2                   ,static              ,5.1668e-05          ,5.83771e-05
128                 ,2                   ,static[1]           ,4.802e-05           ,9.44614e-06
128                 ,2                   ,static[2]           ,4.6546e-05          ,5.39912e-06
128                 ,2                   ,static[4]           ,6.2241e-05          ,2.51521e-05
128                 ,2                   ,static[8]           ,4.8893e-05          ,4.95145e-06
128                 ,2                   ,static[16]          ,5.1801e-05          ,9.05833e-06
128                 ,2                   ,static[32]          ,6.7038e-05          ,2.73188e-05
128                 ,2                   ,static[64]          ,6.2696e-05          ,2.20348e-05
128                 ,2                   ,static[128]         ,6.0959e-05          ,1.42244e-05
128                 ,2                   ,dynamic             ,8.0692e-05          ,2.58981e-05
128                 ,2                   ,dynamic[1]          ,6.268e-05           ,1.7574e-05
128                 ,2                   ,dynamic[2]          ,4.8357e-05          ,6.26422e-06
128                 ,2                   ,dynamic[4]          ,4.9068e-05          ,9.04055e-06
128                 ,2                   ,dynamic[8]          ,5.6392e-05          ,1.46768e-05
128                 ,2                   ,dynamic[16]         ,5.8672e-05          ,1.09024e-05
128                 ,2                   ,dynamic[32]         ,5.4962e-05          ,1.69511e-05
128                 ,2                   ,dynamic[64]         ,4.3746e-05          ,1.8038e-06
128                 ,2                   ,dynamic[128]        ,4.5515e-05          ,7.65908e-06
128                 ,2                   ,guided              ,4.4519e-05          ,3.08894e-06
128                 ,2                   ,guided[1]           ,4.4225e-05          ,1.76898e-06
128                 ,2                   ,guided[2]           ,5.4126e-05          ,1.59866e-05
128                 ,2                   ,guided[4]           ,5.2746e-05          ,1.20233e-05
128                 ,2                   ,guided[8]           ,5.2412e-05          ,1.42273e-05
128                 ,2                   ,guided[16]          ,4.6249e-05          ,4.75295e-06
128                 ,2                   ,guided[32]          ,4.5659e-05          ,2.96146e-06
128                 ,2                   ,guided[64]          ,4.7771e-05          ,5.95137e-06
128                 ,2                   ,guided[128]         ,4.7428e-05          ,4.7054e-06
128                 ,2                   ,auto                ,4.7643e-05          ,4.93229e-06
128                 ,2                   ,runtime             ,6.0313e-05          ,8.98213e-06
128                 ,4                   ,static              ,9.9503e-05          ,0.000211717
128                 ,4                   ,static[1]           ,7.3342e-05          ,8.56097e-06
128                 ,4                   ,static[2]           ,7.6693e-05          ,1.31746e-05
128                 ,4                   ,static[4]           ,7.1661e-05          ,9.94547e-06
128                 ,4                   ,static[8]           ,7.0492e-05          ,7.17117e-06
128                 ,4                   ,static[16]          ,8.1059e-05          ,1.44273e-05
128                 ,4                   ,static[32]          ,8.2364e-05          ,2.11087e-05
128                 ,4                   ,static[64]          ,6.988e-05           ,1.07856e-05
128                 ,4                   ,static[128]         ,6.5384e-05          ,5.62316e-06
128                 ,4                   ,dynamic             ,8.2411e-05          ,1.60615e-05
128                 ,4                   ,dynamic[1]          ,8.0689e-05          ,6.84587e-06
128                 ,4                   ,dynamic[2]          ,6.8084e-05          ,5.19553e-06
128                 ,4                   ,dynamic[4]          ,6.9169e-05          ,7.54401e-06
128                 ,4                   ,dynamic[8]          ,7.2502e-05          ,1.7543e-05
128                 ,4                   ,dynamic[16]         ,6.9697e-05          ,7.58707e-06
128                 ,4                   ,dynamic[32]         ,6.9835e-05          ,1.44302e-05
128                 ,4                   ,dynamic[64]         ,7.2523e-05          ,2.01142e-05
128                 ,4                   ,dynamic[128]        ,6.9679e-05          ,9.55087e-06
128                 ,4                   ,guided              ,7.7339e-05          ,2.01282e-05
128                 ,4                   ,guided[1]           ,7.1794e-05          ,1.39472e-05
128                 ,4                   ,guided[2]           ,7.5514e-05          ,2.45826e-05
128                 ,4                   ,guided[4]           ,7.8265e-05          ,3.03513e-05
128                 ,4                   ,guided[8]           ,6.9935e-05          ,1.441e-05
128                 ,4                   ,guided[16]          ,8.0609e-05          ,3.87412e-05
128                 ,4                   ,guided[32]          ,7.7407e-05          ,2.63678e-05
128                 ,4                   ,guided[64]          ,8.0829e-05          ,3.52318e-05
128                 ,4                   ,guided[128]         ,6.926e-05           ,1.48016e-05
128                 ,4                   ,auto                ,7.4957e-05          ,4.15926e-05
128                 ,4                   ,runtime             ,9.0256e-05          ,3.24386e-05
128                 ,6                   ,static              ,0.000106861         ,0.000114352
128                 ,6                   ,static[1]           ,9.9927e-05          ,3.25688e-05
128                 ,6                   ,static[2]           ,9.8903e-05          ,2.48363e-05
128                 ,6                   ,static[4]           ,9.9308e-05          ,3.03729e-05
128                 ,6                   ,static[8]           ,9.586e-05           ,2.63502e-05
128                 ,6                   ,static[16]          ,9.6234e-05          ,1.72176e-05
128                 ,6                   ,static[32]          ,9.1018e-05          ,1.00304e-05
128                 ,6                   ,static[64]          ,9.9818e-05          ,2.93639e-05
128                 ,6                   ,static[128]         ,9.3944e-05          ,1.88538e-05
128                 ,6                   ,dynamic             ,0.000101889         ,8.1145e-06
128                 ,6                   ,dynamic[1]          ,0.000113911         ,2.63833e-05
128                 ,6                   ,dynamic[2]          ,9.416e-05           ,1.30829e-05
128                 ,6                   ,dynamic[4]          ,0.000105017         ,3.21524e-05
128                 ,6                   ,dynamic[8]          ,0.000114522         ,2.65857e-05
128                 ,6                   ,dynamic[16]         ,0.000123834         ,3.78432e-05
128                 ,6                   ,dynamic[32]         ,0.000100715         ,3.14604e-05
128                 ,6                   ,dynamic[64]         ,0.000104931         ,2.24753e-05
128                 ,6                   ,dynamic[128]        ,9.6882e-05          ,3.30648e-05
128                 ,6                   ,guided              ,9.9229e-05          ,2.85139e-05
128                 ,6                   ,guided[1]           ,0.000103979         ,4.14731e-05
128                 ,6                   ,guided[2]           ,0.000103112         ,3.45557e-05
128                 ,6                   ,guided[4]           ,9.8204e-05          ,2.46213e-05
128                 ,6                   ,guided[8]           ,9.7096e-05          ,2.52095e-05
128                 ,6                   ,guided[16]          ,0.000100036         ,3.57612e-05
128                 ,6                   ,guided[32]          ,9.952e-05           ,2.99994e-05
128                 ,6                   ,guided[64]          ,9.8957e-05          ,2.75412e-05
128                 ,6                   ,guided[128]         ,9.5609e-05          ,2.14717e-05
128                 ,6                   ,auto                ,9.7923e-05          ,2.63205e-05
128                 ,6                   ,runtime             ,0.000111215         ,2.55855e-05
128                 ,8                   ,static              ,0.000120079         ,4.43879e-05
128                 ,8                   ,static[1]           ,0.000113269         ,9.42732e-06
128                 ,8                   ,static[2]           ,0.000113272         ,9.76539e-06
128                 ,8                   ,static[4]           ,0.000113987         ,1.21819e-05
128                 ,8                   ,static[8]           ,0.000112946         ,8.99172e-06
128                 ,8                   ,static[16]          ,0.000113603         ,9.03505e-06
128                 ,8                   ,static[32]          ,0.00011388          ,9.62311e-06
128                 ,8                   ,static[64]          ,0.000114189         ,1.04608e-05
128                 ,8                   ,static[128]         ,0.000113819         ,9.57082e-06
128                 ,8                   ,dynamic             ,0.000126623         ,1.6636e-05
128                 ,8                   ,dynamic[1]          ,0.000125033         ,1.05794e-05
128                 ,8                   ,dynamic[2]          ,0.000118064         ,8.53989e-06
128                 ,8                   ,dynamic[4]          ,0.00012059          ,1.9439e-05
128                 ,8                   ,dynamic[8]          ,0.000113335         ,9.40288e-06
128                 ,8                   ,dynamic[16]         ,0.00011547          ,9.33364e-06
128                 ,8                   ,dynamic[32]         ,0.000118123         ,1.23939e-05
128                 ,8                   ,dynamic[64]         ,0.000117346         ,1.90324e-05
128                 ,8                   ,dynamic[128]        ,0.000113017         ,8.72566e-06
128                 ,8                   ,guided              ,0.000120806         ,2.01307e-05
128                 ,8                   ,guided[1]           ,0.000119162         ,2.30312e-05
128                 ,8                   ,guided[2]           ,0.000114372         ,9.05223e-06
128                 ,8                   ,guided[4]           ,0.000114896         ,9.17317e-06
128                 ,8                   ,guided[8]           ,0.000115658         ,1.22057e-05
128                 ,8                   ,guided[16]          ,0.000113588         ,8.99508e-06
128                 ,8                   ,guided[32]          ,0.000114977         ,1.00575e-05
128                 ,8                   ,guided[64]          ,0.000114119         ,9.40027e-06
128                 ,8                   ,guided[128]         ,0.000114295         ,9.83656e-06
128                 ,8                   ,auto                ,0.000116771         ,1.07242e-05
128                 ,8                   ,runtime             ,0.000130461         ,1.14246e-05
128                 ,12                  ,static              ,0.000168942         ,3.76457e-05
128                 ,12                  ,static[1]           ,0.000164296         ,1.24756e-05
128                 ,12                  ,static[2]           ,0.0001673           ,1.77104e-05
128                 ,12                  ,static[4]           ,0.000163428         ,1.31583e-05
128                 ,12                  ,static[8]           ,0.000165636         ,1.39287e-05
128                 ,12                  ,static[16]          ,0.000185734         ,4.22543e-05
128                 ,12                  ,static[32]          ,0.000185726         ,3.39648e-05
128                 ,12                  ,static[64]          ,0.000165414         ,1.99767e-05
128                 ,12                  ,static[128]         ,0.000181893         ,5.02187e-05
128                 ,12                  ,dynamic             ,0.000178429         ,2.99708e-05
128                 ,12                  ,dynamic[1]          ,0.000173649         ,1.5514e-05
128                 ,12                  ,dynamic[2]          ,0.000164259         ,1.34331e-05
128                 ,12                  ,dynamic[4]          ,0.000165295         ,1.64364e-05
128                 ,12                  ,dynamic[8]          ,0.000198805         ,6.30052e-05
128                 ,12                  ,dynamic[16]         ,0.000202443         ,8.83432e-05
128                 ,12                  ,dynamic[32]         ,0.000166189         ,1.5631e-05
128                 ,12                  ,dynamic[64]         ,0.000164478         ,2.20163e-05
128                 ,12                  ,dynamic[128]        ,0.000165127         ,2.44703e-05
128                 ,12                  ,guided              ,0.000164868         ,1.44536e-05
128                 ,12                  ,guided[1]           ,0.000168323         ,2.42317e-05
128                 ,12                  ,guided[2]           ,0.000162972         ,1.83331e-05
128                 ,12                  ,guided[4]           ,0.000163326         ,1.67577e-05
128                 ,12                  ,guided[8]           ,0.000161519         ,1.39447e-05
128                 ,12                  ,guided[16]          ,0.000160357         ,1.33355e-05
128                 ,12                  ,guided[32]          ,0.000163889         ,2.07371e-05
128                 ,12                  ,guided[64]          ,0.000160748         ,1.74982e-05
128                 ,12                  ,guided[128]         ,0.000159703         ,1.45698e-05
128                 ,12                  ,auto                ,0.000159316         ,1.34334e-05
128                 ,12                  ,runtime             ,0.000174391         ,1.43226e-05
128                 ,16                  ,static              ,0.000203268         ,2.91498e-05
128                 ,16                  ,static[1]           ,0.000205468         ,2.57851e-05
128                 ,16                  ,static[2]           ,0.000203048         ,1.79184e-05
128                 ,16                  ,static[4]           ,0.000203132         ,1.91057e-05
128                 ,16                  ,static[8]           ,0.000202166         ,1.89919e-05
128                 ,16                  ,static[16]          ,0.000199855         ,1.42848e-05
128                 ,16                  ,static[32]          ,0.000199405         ,1.39053e-05
128                 ,16                  ,static[64]          ,0.000198316         ,1.18281e-05
128                 ,16                  ,static[128]         ,0.00019961          ,1.40708e-05
128                 ,16                  ,dynamic             ,0.00021876          ,2.24734e-05
128                 ,16                  ,dynamic[1]          ,0.000216342         ,1.77783e-05
128                 ,16                  ,dynamic[2]          ,0.000208892         ,2.14221e-05
128                 ,16                  ,dynamic[4]          ,0.000206216         ,1.88276e-05
128                 ,16                  ,dynamic[8]          ,0.000207838         ,1.78453e-05
128                 ,16                  ,dynamic[16]         ,0.000218526         ,2.70578e-05
128                 ,16                  ,dynamic[32]         ,0.000220803         ,2.72763e-05
128                 ,16                  ,dynamic[64]         ,0.000224527         ,4.164e-05
128                 ,16                  ,dynamic[128]        ,0.000212102         ,3.08484e-05
128                 ,16                  ,guided              ,0.000207362         ,1.53228e-05
128                 ,16                  ,guided[1]           ,0.000209921         ,1.56473e-05
128                 ,16                  ,guided[2]           ,0.000211137         ,2.11492e-05
128                 ,16                  ,guided[4]           ,0.000207279         ,1.81119e-05
128                 ,16                  ,guided[8]           ,0.000210988         ,2.17391e-05
128                 ,16                  ,guided[16]          ,0.000206339         ,1.93072e-05
128                 ,16                  ,guided[32]          ,0.000210203         ,2.16415e-05
128                 ,16                  ,guided[64]          ,0.000215841         ,3.06821e-05
128                 ,16                  ,guided[128]         ,0.000205416         ,2.02484e-05
128                 ,16                  ,auto                ,0.000201102         ,1.45706e-05
128                 ,16                  ,runtime             ,0.000218375         ,2.0845e-05
128                 ,32                  ,static              ,0.00038849          ,6.95174e-05
128                 ,32                  ,static[1]           ,0.000379914         ,3.59227e-05
128                 ,32                  ,static[2]           ,0.000388897         ,3.91404e-05
128                 ,32                  ,static[4]           ,0.000378249         ,3.04063e-05
128                 ,32                  ,static[8]           ,0.000373052         ,3.4508e-05
128                 ,32                  ,static[16]          ,0.000369357         ,2.14352e-05
128                 ,32                  ,static[32]          ,0.00037083          ,2.52803e-05
128                 ,32                  ,static[64]          ,0.00037274          ,2.26892e-05
128                 ,32                  ,static[128]         ,0.000380691         ,2.7794e-05
128                 ,32                  ,dynamic             ,0.000402005         ,3.65172e-05
128                 ,32                  ,dynamic[1]          ,0.000390384         ,4.04293e-05
128                 ,32                  ,dynamic[2]          ,0.000372463         ,1.98441e-05
128                 ,32                  ,dynamic[4]          ,0.000370674         ,2.42179e-05
128                 ,32                  ,dynamic[8]          ,0.000370519         ,2.56432e-05
128                 ,32                  ,dynamic[16]         ,0.000369709         ,2.19378e-05
128                 ,32                  ,dynamic[32]         ,0.00036977          ,2.4371e-05
128                 ,32                  ,dynamic[64]         ,0.000372566         ,2.42721e-05
128                 ,32                  ,dynamic[128]        ,0.000380741         ,2.69421e-05
128                 ,32                  ,guided              ,0.000375887         ,2.17953e-05
128                 ,32                  ,guided[1]           ,0.000377432         ,2.31426e-05
128                 ,32                  ,guided[2]           ,0.000372244         ,2.02752e-05
128                 ,32                  ,guided[4]           ,0.000369973         ,2.19627e-05
128                 ,32                  ,guided[8]           ,0.000370511         ,2.057e-05
128                 ,32                  ,guided[16]          ,0.000395923         ,5.86243e-05
128                 ,32                  ,guided[32]          ,0.000373179         ,2.77593e-05
128                 ,32                  ,guided[64]          ,0.000373316         ,2.84904e-05
128                 ,32                  ,guided[128]         ,0.000368425         ,2.04278e-05
128                 ,32                  ,auto                ,0.000378086         ,2.85856e-05
128                 ,32                  ,runtime             ,0.000387761         ,3.83623e-05
128                 ,64                  ,static              ,0.000722108         ,0.000120099
128                 ,64                  ,static[1]           ,0.000702499         ,3.30556e-05
128                 ,64                  ,static[2]           ,0.000722438         ,5.76798e-05
128                 ,64                  ,static[4]           ,0.000719364         ,6.19574e-05
128                 ,64                  ,static[8]           ,0.000699115         ,3.0774e-05
128                 ,64                  ,static[16]          ,0.000699023         ,3.13617e-05
128                 ,64                  ,static[32]          ,0.000726823         ,5.20792e-05
128                 ,64                  ,static[64]          ,0.000711715         ,4.53333e-05
128                 ,64                  ,static[128]         ,0.000697883         ,2.96297e-05
128                 ,64                  ,dynamic             ,0.000709175         ,3.47668e-05
128                 ,64                  ,dynamic[1]          ,0.000721537         ,5.26935e-05
128                 ,64                  ,dynamic[2]          ,0.000719096         ,6.37477e-05
128                 ,64                  ,dynamic[4]          ,0.00072611          ,5.7011e-05
128                 ,64                  ,dynamic[8]          ,0.000735091         ,7.57059e-05
128                 ,64                  ,dynamic[16]         ,0.000705168         ,4.33956e-05
128                 ,64                  ,dynamic[32]         ,0.000713565         ,4.94304e-05
128                 ,64                  ,dynamic[64]         ,0.000704064         ,4.21324e-05
128                 ,64                  ,dynamic[128]        ,0.000700926         ,2.966e-05
128                 ,64                  ,guided              ,0.000711578         ,3.8571e-05
128                 ,64                  ,guided[1]           ,0.000711131         ,4.93791e-05
128                 ,64                  ,guided[2]           ,0.000702716         ,3.15593e-05
128                 ,64                  ,guided[4]           ,0.000703853         ,3.46769e-05
128                 ,64                  ,guided[8]           ,0.000702212         ,3.1354e-05
128                 ,64                  ,guided[16]          ,0.000700472         ,3.09546e-05
128                 ,64                  ,guided[32]          ,0.000735423         ,7.48251e-05
128                 ,64                  ,guided[64]          ,0.000697476         ,2.87479e-05
128                 ,64                  ,guided[128]         ,0.000703951         ,3.89442e-05
128                 ,64                  ,auto                ,0.000704337         ,4.3594e-05
128                 ,64                  ,runtime             ,0.000729321         ,5.72718e-05
128                 ,128                 ,static              ,0.00139958          ,0.000216186
128                 ,128                 ,static[1]           ,0.00136756          ,5.92258e-05
128                 ,128                 ,static[2]           ,0.0013631           ,4.77568e-05
128                 ,128                 ,static[4]           ,0.00136701          ,4.82475e-05
128                 ,128                 ,static[8]           ,0.00138476          ,8.72638e-05
128                 ,128                 ,static[16]          ,0.0013567           ,4.61237e-05
128                 ,128                 ,static[32]          ,0.00137909          ,8.04667e-05
128                 ,128                 ,static[64]          ,0.00136315          ,5.96932e-05
128                 ,128                 ,static[128]         ,0.00135892          ,4.88817e-05
128                 ,128                 ,dynamic             ,0.00136575          ,4.945e-05
128                 ,128                 ,dynamic[1]          ,0.00140887          ,9.75376e-05
128                 ,128                 ,dynamic[2]          ,0.00136311          ,4.72985e-05
128                 ,128                 ,dynamic[4]          ,0.00139975          ,0.000100584
128                 ,128                 ,dynamic[8]          ,0.00137699          ,6.97727e-05
128                 ,128                 ,dynamic[16]         ,0.00136455          ,5.20714e-05
128                 ,128                 ,dynamic[32]         ,0.00135515          ,4.54613e-05
128                 ,128                 ,dynamic[64]         ,0.00136218          ,5.0777e-05
128                 ,128                 ,dynamic[128]        ,0.00135969          ,4.96607e-05
128                 ,128                 ,guided              ,0.00137424          ,5.00777e-05
128                 ,128                 ,guided[1]           ,0.00138581          ,6.81847e-05
128                 ,128                 ,guided[2]           ,0.00138477          ,7.28676e-05
128                 ,128                 ,guided[4]           ,0.00136686          ,5.90431e-05
128                 ,128                 ,guided[8]           ,0.00139092          ,9.53118e-05
128                 ,128                 ,guided[16]          ,0.00136826          ,7.19691e-05
128                 ,128                 ,guided[32]          ,0.00138178          ,6.12234e-05
128                 ,128                 ,guided[64]          ,0.00136483          ,5.11389e-05
128                 ,128                 ,guided[128]         ,0.0013944           ,0.000108095
128                 ,128                 ,auto                ,0.00135821          ,4.94981e-05
128                 ,128                 ,runtime             ,0.00139787          ,7.91301e-05
256                 ,1                   ,static              ,8.539e-06           ,5.76003e-07
256                 ,1                   ,static[1]           ,9.408e-06           ,3.58214e-06
256                 ,1                   ,static[2]           ,8.67e-06            ,3.07251e-06
256                 ,1                   ,static[4]           ,9.286e-06           ,3.93655e-06
256                 ,1                   ,static[8]           ,8.646e-06           ,2.92077e-06
256                 ,1                   ,static[16]          ,8.762e-06           ,3.06434e-06
256                 ,1                   ,static[32]          ,8.711e-06           ,2.92612e-06
256                 ,1                   ,static[64]          ,9.259e-06           ,3.98846e-06
256                 ,1                   ,static[128]         ,1.0201e-05          ,5.7682e-06
256                 ,1                   ,dynamic             ,1.8539e-05          ,3.7047e-06
256                 ,1                   ,dynamic[1]          ,1.8745e-05          ,5.28758e-06
256                 ,1                   ,dynamic[2]          ,1.3379e-05          ,3.1098e-06
256                 ,1                   ,dynamic[4]          ,1.11e-05            ,3.11448e-06
256                 ,1                   ,dynamic[8]          ,9.955e-06           ,2.93058e-06
256                 ,1                   ,dynamic[16]         ,9.425e-06           ,2.86613e-06
256                 ,1                   ,dynamic[32]         ,9.076e-06           ,2.9071e-06
256                 ,1                   ,dynamic[64]         ,8.974e-06           ,2.88924e-06
256                 ,1                   ,dynamic[128]        ,9.288e-06           ,3.8665e-06
256                 ,1                   ,guided              ,8.86e-06            ,2.93738e-06
256                 ,1                   ,guided[1]           ,9.566e-06           ,5.75856e-06
256                 ,1                   ,guided[2]           ,8.857e-06           ,2.92302e-06
256                 ,1                   ,guided[4]           ,8.592e-06           ,2.09192e-06
256                 ,1                   ,guided[8]           ,8.53e-06            ,2.12822e-06
256                 ,1                   ,guided[16]          ,9.004e-06           ,3.06506e-06
256                 ,1                   ,guided[32]          ,9.891e-06           ,4.50451e-06
256                 ,1                   ,guided[64]          ,8.814e-06           ,2.94163e-06
256                 ,1                   ,guided[128]         ,8.845e-06           ,3.17409e-06
256                 ,1                   ,auto                ,8.347e-06           ,2.12045e-06
256                 ,1                   ,runtime             ,2.0338e-05          ,4.59684e-06
256                 ,2                   ,static              ,6.8183e-05          ,5.53781e-05
256                 ,2                   ,static[1]           ,4.7473e-05          ,1.77113e-05
256                 ,2                   ,static[2]           ,4.8429e-05          ,1.57091e-05
256                 ,2                   ,static[4]           ,5.4225e-05          ,2.89201e-05
256                 ,2                   ,static[8]           ,4.6071e-05          ,5.49882e-06
256                 ,2                   ,static[16]          ,4.7174e-05          ,1.25513e-05
256                 ,2                   ,static[32]          ,4.6589e-05          ,7.40972e-06
256                 ,2                   ,static[64]          ,4.6611e-05          ,7.04955e-06
256                 ,2                   ,static[128]         ,5.1104e-05          ,1.84235e-05
256                 ,2                   ,dynamic             ,6.3884e-05          ,4.4317e-06
256                 ,2                   ,dynamic[1]          ,6.7091e-05          ,1.11133e-05
256                 ,2                   ,dynamic[2]          ,5.6532e-05          ,9.9499e-06
256                 ,2                   ,dynamic[4]          ,4.8387e-05          ,9.71842e-06
256                 ,2                   ,dynamic[8]          ,4.3589e-05          ,7.50249e-06
256                 ,2                   ,dynamic[16]         ,4.6827e-05          ,1.19282e-05
256                 ,2                   ,dynamic[32]         ,4.617e-05           ,1.14286e-05
256                 ,2                   ,dynamic[64]         ,4.593e-05           ,1.63177e-05
256                 ,2                   ,dynamic[128]        ,4.4048e-05          ,4.20639e-06
256                 ,2                   ,guided              ,4.9095e-05          ,2.21684e-05
256                 ,2                   ,guided[1]           ,4.5518e-05          ,9.09974e-06
256                 ,2                   ,guided[2]           ,4.7451e-05          ,1.45135e-05
256                 ,2                   ,guided[4]           ,4.8014e-05          ,1.50767e-05
256                 ,2                   ,guided[8]           ,4.4711e-05          ,7.35765e-06
256                 ,2                   ,guided[16]          ,5.1151e-05          ,1.79834e-05
256                 ,2                   ,guided[32]          ,4.531e-05           ,8.00568e-06
256                 ,2                   ,guided[64]          ,4.4482e-05          ,5.3562e-06
256                 ,2                   ,guided[128]         ,5.1002e-05          ,1.62514e-05
256                 ,2                   ,auto                ,4.5232e-05          ,9.01301e-06
256                 ,2                   ,runtime             ,6.8423e-05          ,1.86138e-05
256                 ,4                   ,static              ,8.5507e-05          ,5.54636e-05
256                 ,4                   ,static[1]           ,8.1357e-05          ,3.32543e-05
256                 ,4                   ,static[2]           ,7.2914e-05          ,1.96077e-05
256                 ,4                   ,static[4]           ,7.4493e-05          ,2.35255e-05
256                 ,4                   ,static[8]           ,7.3648e-05          ,1.91313e-05
256                 ,4                   ,static[16]          ,7.2967e-05          ,1.78671e-05
256                 ,4                   ,static[32]          ,7.757e-05           ,3.35822e-05
256                 ,4                   ,static[64]          ,6.9935e-05          ,1.05362e-05
256                 ,4                   ,static[128]         ,7.1938e-05          ,1.65857e-05
256                 ,4                   ,dynamic             ,0.000109052         ,2.85628e-05
256                 ,4                   ,dynamic[1]          ,0.000103809         ,1.8468e-05
256                 ,4                   ,dynamic[2]          ,9.1442e-05          ,2.96282e-05
256                 ,4                   ,dynamic[4]          ,7.2106e-05          ,1.34626e-05
256                 ,4                   ,dynamic[8]          ,7.2924e-05          ,1.59956e-05
256                 ,4                   ,dynamic[16]         ,7.1861e-05          ,1.48688e-05
256                 ,4                   ,dynamic[32]         ,7.4969e-05          ,2.09174e-05
256                 ,4                   ,dynamic[64]         ,7.4709e-05          ,2.34944e-05
256                 ,4                   ,dynamic[128]        ,7.0877e-05          ,1.43526e-05
256                 ,4                   ,guided              ,8.0471e-05          ,3.20647e-05
256                 ,4                   ,guided[1]           ,7.6293e-05          ,1.85915e-05
256                 ,4                   ,guided[2]           ,7.6277e-05          ,2.32496e-05
256                 ,4                   ,guided[4]           ,7.75e-05            ,2.37146e-05
256                 ,4                   ,guided[8]           ,7.3099e-05          ,1.55561e-05
256                 ,4                   ,guided[16]          ,8.5011e-05          ,4.49568e-05
256                 ,4                   ,guided[32]          ,7.3955e-05          ,1.99768e-05
256                 ,4                   ,guided[64]          ,8.544e-05           ,3.727e-05
256                 ,4                   ,guided[128]         ,8.3432e-05          ,3.59321e-05
256                 ,4                   ,auto                ,7.0551e-05          ,1.7361e-05
256                 ,4                   ,runtime             ,0.00010737          ,2.64606e-05
256                 ,6                   ,static              ,0.000104038         ,4.62115e-05
256                 ,6                   ,static[1]           ,9.3655e-05          ,2.04902e-05
256                 ,6                   ,static[2]           ,9.1334e-05          ,1.56516e-05
256                 ,6                   ,static[4]           ,9.4289e-05          ,1.94415e-05
256                 ,6                   ,static[8]           ,9.4566e-05          ,2.87144e-05
256                 ,6                   ,static[16]          ,9.4644e-05          ,2.15163e-05
256                 ,6                   ,static[32]          ,9.4811e-05          ,2.46149e-05
256                 ,6                   ,static[64]          ,9.4688e-05          ,2.10418e-05
256                 ,6                   ,static[128]         ,9.5344e-05          ,2.66301e-05
256                 ,6                   ,dynamic             ,0.00012231          ,1.77606e-05
256                 ,6                   ,dynamic[1]          ,0.000135082         ,3.18356e-05
256                 ,6                   ,dynamic[2]          ,0.000111645         ,2.55556e-05
256                 ,6                   ,dynamic[4]          ,0.000103511         ,3.00692e-05
256                 ,6                   ,dynamic[8]          ,9.8159e-05          ,2.45057e-05
256                 ,6                   ,dynamic[16]         ,9.902e-05           ,3.15844e-05
256                 ,6                   ,dynamic[32]         ,9.8013e-05          ,2.83669e-05
256                 ,6                   ,dynamic[64]         ,9.2061e-05          ,1.72632e-05
256                 ,6                   ,dynamic[128]        ,0.000100402         ,3.27556e-05
256                 ,6                   ,guided              ,9.8234e-05          ,2.78647e-05
256                 ,6                   ,guided[1]           ,9.8039e-05          ,1.7433e-05
256                 ,6                   ,guided[2]           ,9.7872e-05          ,2.69016e-05
256                 ,6                   ,guided[4]           ,0.000102769         ,3.3848e-05
256                 ,6                   ,guided[8]           ,9.8284e-05          ,2.54332e-05
256                 ,6                   ,guided[16]          ,9.4341e-05          ,2.28748e-05
256                 ,6                   ,guided[32]          ,9.2627e-05          ,1.95363e-05
