1000000
sep
1, 0.047202
2, 0.026054
3, 0.020434
4, 0.017070
5, 0.014527
6, 0.012090
7, 0.008480
8, 0.008603
9, 0.010970
10, 0.011565
11, 0.007898
12, 0.015024
sep
1, 0.047135
2, 0.025592
3, 0.019061
4, 0.013843
5, 0.011393
6, 0.011267
7, 0.007865
8, 0.010712
9, 0.012409
10, 0.008119
11, 0.022574
12, 0.013495
sep
1, 0.046825
2, 0.026567
3, 0.019336
4, 0.017153
5, 0.012354
6, 0.011832
7, 0.008116
8, 0.007991
9, 0.007759
10, 0.006535
11, 0.022366
12, 0.019080
sep
1, 0.047119
2, 0.024353
3, 0.017497
4, 0.013844
5, 0.020024
6, 0.014062
7, 0.007831
8, 0.009996
9, 0.006640
10, 0.017328
11, 0.012696
12, 0.008681
sep
1, 0.047100
2, 0.029782
3, 0.020822
4, 0.017085
5, 0.013898
6, 0.010256
7, 0.008142
8, 0.011760
9, 0.010347
10, 0.009080
11, 0.013707
12, 0.015393
sep
1, 0.046906
2, 0.026426
3, 0.019760
4, 0.015872
5, 0.013811
6, 0.011604
7, 0.007898
8, 0.013269
9, 0.016600
10, 0.010582
11, 0.018640
12, 0.017769
sep
1, 0.047283
2, 0.025696
3, 0.019181
4, 0.014251
5, 0.011922
6, 0.011569
7, 0.012045
8, 0.011304
9, 0.007695
10, 0.009143
11, 0.009234
12, 0.015357
sep
1, 0.047096
2, 0.024183
3, 0.018975
4, 0.013897
5, 0.011629
6, 0.009359
7, 0.010241
8, 0.013679
9, 0.008153
10, 0.007937
11, 0.009960
12, 0.015890
sep
1, 0.047150
2, 0.026327
3, 0.025845
4, 0.017264
5, 0.013884
6, 0.011245
7, 0.008653
8, 0.012499
9, 0.016592
10, 0.010701
11, 0.008661
12, 0.019860
sep
1, 0.047079
2, 0.026543
3, 0.019438
4, 0.016922
5, 0.014173
6, 0.011102
7, 0.010709
8, 0.007910
9, 0.007501
10, 0.007189
11, 0.013448
12, 0.018997
sep
1, 0.047181
2, 0.024245
3, 0.018684
4, 0.016905
5, 0.014176
6, 0.011307
7, 0.013281
8, 0.009402
9, 0.015565
10, 0.012959
11, 0.008675
12, 0.018837
sep
1, 0.046770
2, 0.024838
3, 0.020634
4, 0.017281
5, 0.013480
6, 0.013409
7, 0.009547
8, 0.009454
9, 0.007967
10, 0.008768
11, 0.009725
12, 0.010277
sep
1, 0.047005
2, 0.030074
3, 0.020712
4, 0.017042
5, 0.014263
6, 0.009997
7, 0.009035
8, 0.008335
9, 0.007490
10, 0.012322
11, 0.018194
12, 0.007778
sep
1, 0.047531
2, 0.026345
3, 0.020894
4, 0.016870
5, 0.014195
6, 0.011831
7, 0.018290
8, 0.011516
9, 0.018878
10, 0.007652
11, 0.037677
12, 0.013872
sep
1, 0.051173
2, 0.024059
3, 0.027107
4, 0.013887
5, 0.011351
6, 0.010953
7, 0.008655
8, 0.008260
9, 0.016545
10, 0.023717
11, 0.022385
12, 0.019422
10000000
sep
1, 0.469504
2, 0.238211
3, 0.171154
4, 0.147337
5, 0.107216
6, 0.093415
7, 0.077215
8, 0.068225
9, 0.062548
10, 0.063449
11, 0.063591
12, 0.052652
sep
1, 0.469439
2, 0.249340
3, 0.171451
4, 0.133557
5, 0.109603
6, 0.091400
7, 0.076668
8, 0.068034
9, 0.064234
10, 0.055029
11, 0.052011
12, 0.048588
sep
1, 0.469259
2, 0.237357
3, 0.176800
4, 0.132520
5, 0.109080
6, 0.090453
7, 0.076530
8, 0.069610
9, 0.070442
10, 0.082945
11, 0.065819
12, 0.058748
sep
1, 0.468888
2, 0.239326
3, 0.180565
4, 0.132018
5, 0.107441
6, 0.091513
7, 0.085733
8, 0.069575
9, 0.061587
10, 0.070453
11, 0.065853
12, 0.051902
sep
1, 0.468103
2, 0.235441
3, 0.172749
4, 0.133638
5, 0.111532
6, 0.104753
7, 0.083657
8, 0.076498
9, 0.063394
10, 0.056579
11, 0.061915
12, 0.057071
sep
1, 0.470001
2, 0.246950
3, 0.174475
4, 0.134631
5, 0.109353
6, 0.094606
7, 0.079597
8, 0.076007
9, 0.069161
10, 0.058639
11, 0.055574
12, 0.051775
sep
1, 0.468844
2, 0.239519
3, 0.170970
4, 0.130962
5, 0.109537
6, 0.090739
7, 0.076384
8, 0.067686
9, 0.063386
10, 0.067476
11, 0.065447
12, 0.051982
sep
1, 0.469064
2, 0.238959
