1000000
sep
6, 0.120162
7, 0.107045
8, 0.096650
9, 0.086330
10, 0.082124
11, 0.080404
12, 0.097708
sep
1, 0.548672
2, 0.274792
3, 0.210589
4, 0.176741
5, 0.133272
6, 0.114986
7, 0.111946
8, 0.094142
9, 0.092800
10, 0.075184
11, 0.075168
12, 0.075281
sep
1, 0.549204
2, 0.275153
3, 0.210478
4, 0.150874
5, 0.130751
6, 0.120219
7, 0.103789
8, 0.098634
9, 0.091600
10, 0.087257
11, 0.084508
12, 0.077908
1000000000
sep
1, 54.920057
2, 27.469940
3, 18.338521
4, 13.740595
5, 11.026365
6, 9.513748
7, 7.902345
8, 6.911468
9, 6.620698
10, 5.728314
11, 5.092690
12, 4.619227
sep
1, 54.921507
2, 27.490887
3, 18.324954
4, 13.757655
5, 11.991273
6, 9.525188
7, 7.901789
8, 6.902092
9, 6.145189
10, 5.538584
11, 5.037817
12, 4.667559
sep
1, 54.912121
2, 27.465044
3, 19.532729
4, 13.746467
5, 11.032898
6, 9.197396
7, 8.816033
8, 6.903927
9, 6.616753
10, 5.537160
11, 5.101678
12, 4.611598
sep
1, 54.879642
2, 28.459987
3, 18.298381
4, 13.737660
5, 12.312807
6, 9.219260
7, 7.887066
8, 7.156486
9, 6.135066
10, 5.635305
11, 5.034357
12, 4.607037
sep
1, 54.784138
2, 27.426230
3, 18.309683
4, 13.737039
5, 10.999973
6, 10.217126
7, 7.898987
8, 6.908249
9, 6.350221
10, 5.532337
11, 5.120116
12, 4.610884
sep
1, 56.894702
2, 27.461912
3, 18.315487
4, 13.837324
5, 11.937989
6, 9.202620
7, 7.974924
8, 7.736993
9, 6.450101
10, 5.957233
11, 5.214701
12, 5.147875
sep
1, 54.800546
2, 30.754601
3, 18.333511
4, 13.760001
5, 11.914073
6, 9.282339
7, 7.888272
8, 7.154692
9, 6.151812
10, 5.532141
11, 5.419632
12, 4.624333
sep
1, 54.948473
2, 27.446965
3, 18.308957
4, 13.750087
5, 11.024862
6, 9.197647
7, 7.938323
8, 7.594891
9, 6.128956
10, 5.541952
11, 5.027930
12, 4.624691
sep
1, 54.875761
2, 27.473665
3, 18.439257
4, 13.766187
5, 11.027487
6, 9.680535
7, 7.916301
8, 6.923845
9, 6.151923
10, 5.565183
11, 5.014376
12, 4.599517
sep
1, 54.759291
2, 27.360822
3, 18.275939
4, 14.398896
5, 10.985510
6, 10.305151
7, 7.890036
8, 6.903130
9, 6.432779
10, 5.533878
11, 5.633961
12, 4.625982
sep
1, 54.676443
2, 27.253634
3, 18.270565
4, 13.608620
5, 11.015883
6, 9.218068
7, 8.561908
8, 6.900506
9, 6.147010
10, 5.529518
11, 5.038644
12, 4.621312
sep
1, 51.850810
2, 26.993770
3, 18.306762
4, 13.750678
5, 11.022578
6, 9.704661
7, 7.897409
8, 6.900975
9, 6.137715
10, 6.160202
11, 5.037488
12, 4.867600
sep
1, 54.866091
2, 27.440013
3, 18.332165
4, 13.763046
5, 11.038916
6, 9.198328
7, 7.900188
8, 6.908489
9, 6.136863
10, 5.733412
11, 5.075903
12, 4.616271
sep
1, 54.895272
2, 27.479672
3, 18.336083
4, 13.736641
5, 11.041419
6, 9.211497
7, 7.902209
8, 6.914447
9, 6.839284
10, 5.540229
11, 5.038202
12, 4.617660
sep
1, 54.948813
2, 27.537773
3, 18.369985
4, 13.760884
5, 11.035047
6, 9.219869
7, 7.901293
8, 6.904549
9, 6.142956
10, 5.738683
11, 5.455421
12, 4.677634
