                          length,                      num_threads,              desired bucket size,          final bucket size coeff,            total length schedule,           buckets count schedule,                allocation preset,                algorithm version,                      bucket type,                      time (mean),                       time (std)
                         2097152,                                4,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          244.068,                          3.64473
                         2097152,                                4,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          176.927,                          1.62608
                         2097152,                                8,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          61.6999,                          1.73856
                         2097152,                                8,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          80.6316,                          1.36955
                         2097152,                                8,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          118.844,                          2.16533
                         2097152,                                8,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          62.0944,                          2.27247
                         2097152,                                8,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                           77.353,                          2.20847
                         2097152,                                8,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                           116.83,                         0.972387
                         2097152,                                8,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          59.8889,                          2.10864
                         2097152,                                8,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          77.3876,                          1.30432
                         2097152,                                8,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          117.963,                          3.59224
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          61.6244,                          1.79326
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          61.6647,                          2.12108
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          81.5506,                          3.35177
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          119.946,                          3.07399
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                           59.476,                          1.82141
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          50.3788,                          4.60316
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          97.2714,                          13.6206
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                           132.08,                          5.11285
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          69.2616,                          14.4184
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                           51.197,                          4.28546
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          82.3022,                          4.95255
                         2097152,                                8,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          121.796,                           3.8169
                         2097152,                                8,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          43.3217,                          1.11926
                         2097152,                                8,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          56.7958,                           3.2191
                         2097152,                                8,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          44.7513,                          1.60782
                         2097152,                                8,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          44.4023,                           3.1237
                         2097152,                                8,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          52.4832,                          1.27098
                         2097152,                                8,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          41.8688,                         0.998642
                         2097152,                                8,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          41.7083,                           1.3651
                         2097152,                                8,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          51.8211,                          1.61587
                         2097152,                                8,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          42.0227,                          2.41296
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          44.4195,                          2.89883
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          53.3218,                          2.60471
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                           55.449,                          1.34903
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          44.0176,                         0.553816
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          42.1575,                          1.84675
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          46.9432,                          12.6107
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                           51.733,                          1.60952
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          41.8156,                          1.39839
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                           42.242,                          1.57426
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          49.8268,                          13.1445
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          54.5911,                          2.06075
                         2097152,                                8,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          42.9881,                          3.19556
                         2097152,                                8,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          49.4989,                          2.03408
                         2097152,                                8,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          68.4594,                          2.77966
                         2097152,                                8,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          36.4313,                          2.98157
                         2097152,                                8,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          45.8845,                          1.28462
                         2097152,                                8,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                           64.062,                          2.99117
                         2097152,                                8,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          33.1354,                          1.84776
                         2097152,                                8,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          45.6797,                          1.82666
                         2097152,                                8,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          62.3517,                           2.7486
                         2097152,                                8,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          35.4764,                          3.05364
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                           49.623,                           3.0024
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          53.8944,                          3.34322
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          65.6787,                           1.5751
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          35.9824,                          1.13459
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          46.3111,                          2.75104
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          48.2948,                          6.19302
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          61.9751,                           1.6055
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          32.5766,                         0.720211
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          45.9593,                          2.06512
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          46.4165,                          5.65081
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                           61.792,                          2.17752
                         2097152,                                8,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          33.1961,                          0.87661
                         2097152,                                8,                           131072,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          52.6466,                          1.56336
                         2097152,                                8,                           131072,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          245.431,                          3.60009
                         2097152,                                8,                           131072,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          171.435,                          1.24459
                         2097152,                                8,                           131072,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          49.2939,                          1.15927
                         2097152,                                8,                           131072,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          239.559,                          2.27544
                         2097152,                                8,                           131072,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          170.938,                          2.03144
                         2097152,                                8,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          49.3867,                         0.811251
                         2097152,                                8,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          242.944,                          5.04802
                         2097152,                                8,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          170.623,                         0.976477
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          52.4745,                          2.79112
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          201.005,                          1.23616
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          241.864,                          3.61691
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          172.228,                            1.065
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          49.6302,                           2.0019
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          187.949,                            2.874
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          238.474,                          2.99356
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          170.932,                          1.53374
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          49.5732,                         0.652225
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          188.471,                          3.24114
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          243.515,                          4.43243
                         2097152,                                8,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          169.762,                          1.43446
                         2097152,                               16,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          46.6222,                          3.99835
                         2097152,                               16,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          59.5663,                          3.60569
                         2097152,                               16,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          81.6925,                          3.90598
                         2097152,                               16,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          48.5243,                          3.75477
                         2097152,                               16,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          58.6576,                          3.16698
                         2097152,                               16,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          82.0698,                          6.72021
                         2097152,                               16,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          43.9292,                          2.94555
                         2097152,                               16,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          55.5485,                          3.09273
                         2097152,                               16,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          79.1625,                          6.37797
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          48.0787,                          7.23605
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                           50.837,                          3.05787
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          58.8093,                          4.07807
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          78.7567,                          3.00917
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          43.2228,                          6.73785
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          41.6624,                          5.42005
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          54.9247,                           1.9465
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          78.3562,                          4.06996
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          49.7965,                          4.51784
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          42.5175,                          2.87728
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          54.7306,                           3.3298
                         2097152,                               16,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          79.7003,                          3.10261
                         2097152,                               16,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                           33.258,                          1.26017
                         2097152,                               16,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          40.8897,                           1.7888
                         2097152,                               16,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          36.3474,                          2.31995
                         2097152,                               16,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          32.1656,                          1.88322
                         2097152,                               16,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          35.6395,                          1.35273
                         2097152,                               16,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          34.5986,                          2.23103
                         2097152,                               16,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          32.5225,                          2.42876
                         2097152,                               16,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          38.0629,                          4.52631
                         2097152,                               16,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          32.2932,                          0.65068
                         2097152,                               16,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          36.2401,                          3.91813
                         2097152,                               16,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          40.2204,                          3.70548
                         2097152,                               16,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          39.6132,                          2.03146
                         2097152,                               16,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                           37.176,                          3.15226
                         2097152,                               16,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          31.9634,                          2.94834
