                          length,                      num_threads,              desired bucket size,          final bucket size coeff,            total length schedule,           buckets count schedule,                allocation preset,                algorithm version,                      bucket type,                      time (mean),                       time (std)
                          131072,                               16,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                            1.926,                         0.175219
                          131072,                               16,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                           1.7938,                         0.239821
                          131072,                               16,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          2.70288,                        0.0995949
                          131072,                               16,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          1.88625,                         0.217953
                          131072,                               16,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          2.09313,                         0.361276
                          131072,                               16,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          2.71268,                        0.0852714
                          131072,                               16,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          1.76261,                        0.0889356
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          1.85038,                         0.172146
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          2.34188,                         0.297619
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          2.94673,                         0.170539
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          2.01217,                         0.179554
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          1.68481,                        0.0635492
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                           1.9613,                         0.837584
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          2.93552,                         0.324653
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          1.93279,                         0.213111
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1.73329,                         0.116694
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          1.98753,                         0.830999
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          2.67904,                        0.0857937
                          131072,                               16,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          1.75955,                        0.0676684
                          131072,                               16,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          2.09472,                         0.519999
                          131072,                               16,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          12.5957,                         0.207734
                          131072,                               16,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          7.90579,                         0.116953
                          131072,                               16,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                           1.7885,                         0.114877
                          131072,                               16,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          12.4427,                         0.232436
                          131072,                               16,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          7.73206,                         0.112792
                          131072,                               16,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1.76249,                         0.113244
                          131072,                               16,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          12.3116,                         0.106969
                          131072,                               16,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          7.75392,                        0.0694404
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          1.87785,                        0.0391632
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          8.99416,                         0.274742
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          12.6952,                         0.131828
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          7.96426,                         0.198511
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          1.94518,                          0.32978
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          8.89934,                         0.436482
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          12.3988,                         0.275984
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          7.68505,                         0.229521
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          1.80495,                          0.20098
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          8.88078,                          0.35587
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          12.5542,                         0.272099
                          131072,                               16,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          7.74751,                         0.165666
                          131072,                               16,                           131072,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                           2.3627,                         0.303806
                          131072,                               16,                           131072,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          25.5392,                          1.06074
                          131072,                               16,                           131072,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          10.2187,                         0.226943
                          131072,                               16,                           131072,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          2.45143,                         0.326458
                          131072,                               16,                           131072,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          26.4531,                         0.601249
                          131072,                               16,                           131072,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          9.92922,                         0.377405
                          131072,                               16,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          2.32814,                         0.406282
                          131072,                               16,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          26.1828,                         0.462444
                          131072,                               16,                           131072,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          10.0396,                         0.207185
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          2.75651,                         0.445267
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          14.8951,                         0.297684
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          25.3934,                          1.28381
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          10.2663,                         0.123763
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          1.96579,                         0.291765
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          13.0936,                         0.348733
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                           26.322,                         0.487816
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          10.1069,                          0.14868
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          2.17179,                          0.41588
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          13.2334,                         0.314083
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          25.5241,                         0.335655
                          131072,                               16,                           131072,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          10.2339,                         0.367116
                          131072,                               32,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          4.08918,                          1.67601
                          131072,                               32,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          4.47685,                        0.0937237
                          131072,                               32,                               32,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          6.29096,                          2.91875
                          131072,                               32,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          3.76521,                         0.831338
                          131072,                               32,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          4.65609,                         0.316998
                          131072,                               32,                               32,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                           4.1889,                         0.380361
                          131072,                               32,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          3.24145,                         0.320364
                          131072,                               32,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          4.25172,                          0.12396
                          131072,                               32,                               32,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          4.03339,                         0.278158
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          4.14387,                         0.358394
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          2.70005,                         0.323778
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          4.82221,                         0.400212
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          4.28474,                         0.378816
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                           4.5799,                          1.03709
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          2.57691,                         0.446217
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          4.90949,                         0.396864
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          4.17105,                         0.567457
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          3.40686,                         0.437193
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          2.41085,                         0.380067
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          4.47298,                         0.118863
                          131072,                               32,                               32,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          4.64778,                         0.992112
                          131072,                               32,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                           3.0764,                         0.723399
                          131072,                               32,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          3.39666,                         0.160883
                          131072,                               32,                              512,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          2.34373,                         0.213688
                          131072,                               32,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          2.79942,                         0.295979
                          131072,                               32,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          3.09433,                         0.176618
                          131072,                               32,                              512,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          2.43231,                         0.261488
                          131072,                               32,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          3.01682,                         0.371784
                          131072,                               32,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          3.45432,                          0.17548
                          131072,                               32,                              512,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          2.48613,                         0.202999
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          3.92421,                         0.286335
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          2.60107,                         0.312762
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          3.39827,                         0.218181
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          2.99761,                         0.330815
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                           3.0408,                         0.293992
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          2.45786,                         0.955998
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          3.25678,                         0.217114
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          2.35127,                         0.239865
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          2.77516,                         0.361561
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,            fixed size (lockfree),                          2.60097,                         0.898502
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          4.88808,                          1.03799
                          131072,                               32,                              512,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          2.50469,                         0.169275
                          131072,                               32,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          3.11467,                         0.435671
                          131072,                               32,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          12.8815,                         0.203092
                          131072,                               32,                             8192,                                2,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          8.00702,                         0.190279
                          131072,                               32,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          3.03728,                         0.287881
                          131072,                               32,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          12.3116,                         0.401981
                          131072,                               32,                             8192,                                2,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          7.62703,                         0.191815
                          131072,                               32,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          2.64249,                         0.086472
                          131072,                               32,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                2,         variable size (lockfull),                          12.1959,                         0.117552
                          131072,                               32,                             8192,                                2,                      guided[128],                       guided[16],                   joint prealloc,                                3,                    variable size,                          7.66406,                         0.165228
                          131072,                               32,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                1,                    variable size,                          3.03333,                          0.28254
                          131072,                               32,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,            fixed size (lockfree),                          9.32223,                          0.66862
                          131072,                               32,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                2,         variable size (lockfull),                          12.7783,                        0.0959434
                          131072,                               32,                             8192,                                3,                      guided[128],                       guided[16],                    direct malloc,                                3,                    variable size,                          7.86448,                        0.0880114
                          131072,                               32,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                1,                    variable size,                          2.61907,                         0.226893
                          131072,                               32,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,            fixed size (lockfree),                          9.87327,                         0.618287
                          131072,                               32,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                2,         variable size (lockfull),                          12.7815,                         0.311453
                          131072,                               32,                             8192,                                3,                      guided[128],                       guided[16],                disjoint prealloc,                                3,                    variable size,                          8.42195,                         0.152588
                          131072,                               32,                             8192,                                3,                      guided[128],                       guided[16],                   joint prealloc,                                1,                    variable size,                          2.78681,                         0.273064
